Date,Match_id,Season,Team,Opposition,Status,Venue,Round,results,Margin,Odds,line_Odds,Opp_Odds,Opp_lineOdds
2020-10-24 19:30:00,9982,2020,Richmond,Geelong,Home,Gabba,Round 22,999,999,1.87,-1.5,2,1.5
2020-10-24 19:30:00,9982,2020,Geelong,Richmond,Away,Gabba,Round 22,999,999,2,1.5,1.87,-1.5
